"","SRR20959676","SRR20959677","SRR20959678","SRR20959679","SRR20959680","SRR20959681","SRR20959682"
"SAOUHSC_01118",57,8,0,36,14,0,32
"SAOUHSC_01119",0,0,0,0,0,0,0
"SAOUHSC_A01081",0,0,0,0,0,0,0
"SAOUHSC_01120",6,0,0,0,6,0,2
"SAOUHSC_01121",96,2,23,12,20,8,161
"SAOUHSC_01122",0,0,0,0,0,0,0
"SAOUHSC_01123",0,0,0,0,0,0,0
"SAOUHSC_01124",6,2,0,0,1,7,47
"SAOUHSC_01125",4,2,0,0,6,0,6
"SAOUHSC_01127",5,3,0,2,6,11,8
"SAOUHSC_01128",2,0,18,0,1,2,6
"SAOUHSC_01129",4,4,0,42,8,8,31
"SAOUHSC_01130",155,48,106,56,69,64,181
"SAOUHSC_01131",1,0,0,1,0,0,0
"SAOUHSC_01133",53,20,38,16,11,34,82
"SAOUHSC_01134",0,0,0,0,0,0,0
"SAOUHSC_T0006",9,0,0,0,0,0,0
"SAOUHSC_01135",2,0,16,4,0,0,0
"SAOUHSC_01136",0,0,3,2,2,0,2
"SAOUHSC_01137",68,35,70,30,68,39,139
"SAOUHSC_01138",232,68,229,121,199,150,779
"SAOUHSC_01139",29,14,3,2,22,19,32
"SAOUHSC_01141",192,50,110,58,118,121,575
"SAOUHSC_01142",1901,671,1913,1274,889,953,5877
"SAOUHSC_01143",1257,466,1436,822,610,408,3055
"SAOUHSC_01144",2,2,0,4,4,2,4
"SAOUHSC_01145",747,102,224,326,365,207,1083
"SAOUHSC_01146",12,16,0,2,2,0,5
"SAOUHSC_01147",181,42,92,91,37,82,269
"SAOUHSC_01148",197,50,412,157,161,132,644
"SAOUHSC_01149",1032,400,1610,429,598,485,1666
"SAOUHSC_01150",1518,164,460,493,669,444,1724
"SAOUHSC_01152",246,40,24,50,82,96,74
"SAOUHSC_01153",955,1069,1424,356,976,909,1745
"SAOUHSC_01154",762,321,423,236,408,429,1249
"SAOUHSC_01155",20,23,49,14,31,42,83
"SAOUHSC_01156",18,0,1,0,0,2,8
"SAOUHSC_01158",1084,80,8,1053,646,76,505
"SAOUHSC_01159",130,49,96,139,75,88,179
"SAOUHSC_01160",7,14,4,12,0,4,20
"SAOUHSC_01162",9,0,26,4,0,6,11
"SAOUHSC_01163",390,90,135,211,289,307,305
"SAOUHSC_01164",22,0,0,0,18,0,20
"SAOUHSC_01165",6,8,8,10,83,8,38
"SAOUHSC_01166",2,1,34,31,58,19,6
"SAOUHSC_01168",16,4,8,58,121,5,114
"SAOUHSC_01169",26,14,58,22,191,10,100
"SAOUHSC_01170",90,12,50,57,234,15,174
"SAOUHSC_01171",29,6,0,4,60,15,4
"SAOUHSC_01172",14,6,13,2,48,16,5
"SAOUHSC_01173",2,4,0,0,0,0,0
"SAOUHSC_01174",53,4,10,8,8,8,331
"SAOUHSC_01175",188,40,86,22,62,67,409
"SAOUHSC_01176",6,0,9,2,18,4,47
"SAOUHSC_01177",9,15,9,6,5,8,22
"SAOUHSC_01178",81,1,129,84,74,90,300
"SAOUHSC_01179",522,210,656,632,666,315,593
"SAOUHSC_01180",32,2,0,1,0,2,10
"SAOUHSC_01181",78,72,2,72,30,0,33
"SAOUHSC_01182",0,0,56,0,4,10,30
"SAOUHSC_01183",10,12,20,40,55,44,48
"SAOUHSC_01184",106,31,85,86,84,97,318
"SAOUHSC_01185",48,42,24,49,34,64,144
"SAOUHSC_01186",46,27,87,22,38,49,74
"SAOUHSC_01187",245,24,62,110,138,109,148
"SAOUHSC_01188",91,42,38,24,40,41,147
"SAOUHSC_01189",98,28,100,26,86,160,315
"SAOUHSC_01190",36,36,82,20,40,76,167
"SAOUHSC_01191",1244,190,318,2096,796,796,5743
"SAOUHSC_01192",54,10,112,12,42,63,348
"SAOUHSC_01193",53,24,156,28,75,34,293
"SAOUHSC_01194",387,142,488,125,281,243,1035
"SAOUHSC_01196",140,70,173,57,100,138,138
"SAOUHSC_01197",580,112,250,231,420,457,995
"SAOUHSC_01198",809,121,154,327,521,402,763
"SAOUHSC_01199",1031,198,327,449,796,849,765
"SAOUHSC_01200",6,5,32,17,35,0,200
"SAOUHSC_01201",4,4,0,8,6,3,18
"SAOUHSC_01203",3,0,0,1,6,4,3
"SAOUHSC_01204",152,18,92,37,77,88,181
"SAOUHSC_01205",149,159,76,330,310,110,119
"SAOUHSC_01206",38,24,0,24,17,8,18
"SAOUHSC_01207",2147,380,1011,956,1207,1522,2799
"SAOUHSC_01208",7,0,2,6,6,6,40
"SAOUHSC_01209",4,19,27,0,4,45,12
"SAOUHSC_01210",80,32,86,46,26,77,104
"SAOUHSC_01211",175,8,88,48,29,30,166
"SAOUHSC_01213",283,98,383,61,119,179,234
"SAOUHSC_01214",12,0,20,2,6,2,7
"SAOUHSC_01215",87,8,123,30,26,78,120
"SAOUHSC_01216",11381,2610,4125,21598,8480,8571,16942
"SAOUHSC_01218",2265,275,1394,1706,887,1358,3266
"SAOUHSC_01219",0,0,0,0,4,2,0
"SAOUHSC_01220",0,0,0,0,0,2,0
"SAOUHSC_01221",4,1,47,0,4,0,2
"SAOUHSC_01222",344,17,117,97,108,79,416
"SAOUHSC_01223",159,26,58,92,108,200,464
"SAOUHSC_01224",147,70,227,159,127,123,521
"SAOUHSC_01225",551,25,118,112,182,376,596
"SAOUHSC_01226",1991,1354,3874,2070,2093,1363,6754
"SAOUHSC_01228",126,88,110,101,129,35,195
"SAOUHSC_01230",24,0,35,1,14,3,67
"SAOUHSC_01233",35,4,3,0,2,16,63
"SAOUHSC_01234",354,78,495,111,162,1133,549
"SAOUHSC_01235",60,10,58,60,54,14,68
"SAOUHSC_01236",44,1,15,8,18,18,78
"SAOUHSC_01237",28,8,24,13,16,11,45
"SAOUHSC_01238",23,4,9,29,13,14,86
"SAOUHSC_01239",132,0,88,112,54,135,320
"SAOUHSC_01240",220,32,479,109,109,159,992
"SAOUHSC_01241",1608,364,869,582,964,956,4718
"SAOUHSC_01242",27,2,26,26,26,10,79
"SAOUHSC_01243",519,97,292,244,406,126,573
"SAOUHSC_01244",169,25,78,112,124,53,301
"SAOUHSC_01245",77,9,30,57,79,31,182
"SAOUHSC_01246",2918,723,812,1721,2574,1321,3339
"SAOUHSC_01247",24,1,16,0,2,3,0
"SAOUHSC_01248",1,0,0,0,0,5,6
"SAOUHSC_01249",49,47,139,83,92,25,461
"SAOUHSC_01250",178,47,58,382,114,35,1012
"SAOUHSC_01251",656,236,247,1456,1065,146,3036
"SAOUHSC_01252",719,319,792,519,497,820,2028
"SAOUHSC_01253",1235,403,538,1037,914,601,1665
"SAOUHSC_01254",35,29,41,11,16,21,36
"SAOUHSC_01255",17,5,6,7,13,16,11
"SAOUHSC_01256",54,8,22,2,22,35,58
"SAOUHSC_01257",143,36,83,17,32,29,51
"SAOUHSC_01258",790,284,60,560,529,742,547
"SAOUHSC_01259",7,0,29,0,2,6,64
"SAOUHSC_01260",44,14,23,16,2,4,55
"SAOUHSC_01261",133,25,129,54,98,96,246
"SAOUHSC_01262",2596,524,4193,830,1036,511,3992
"SAOUHSC_01263",20086,3698,4358,9822,10860,7784,31743
"SAOUHSC_01264",2,0,6,0,0,0,6
"SAOUHSC_01265",0,0,0,0,0,0,8
"SAOUHSC_01266",321,49,81,263,261,185,930
"SAOUHSC_01267",122,16,23,54,50,42,307
"SAOUHSC_01268",0,0,6,0,0,6,3
"SAOUHSC_01269",35,49,50,36,32,38,75
"SAOUHSC_01270",5,0,16,9,5,10,11
"SAOUHSC_01271",34,1,50,14,28,30,16
"SAOUHSC_01272",67,10,30,16,54,20,100
"SAOUHSC_01273",3,0,17,2,8,1,4
"SAOUHSC_01274",2,0,2,4,0,0,0
"SAOUHSC_01275",168,27,46,85,126,34,197
"SAOUHSC_01276",98,1,33,34,29,30,46
"SAOUHSC_01278",2503,296,774,571,1610,832,3514
"SAOUHSC_01279",0,1,1,0,0,14,4
"SAOUHSC_01280",55,2,16,5,23,23,78
"SAOUHSC_01281",14,10,0,6,12,13,37
"SAOUHSC_01282",0,0,6,26,48,26,42
"SAOUHSC_01283",17,7,3,13,17,5,92
"SAOUHSC_01284",120,96,110,36,84,54,482
"SAOUHSC_01285",213,18,153,44,85,68,456
"SAOUHSC_01287",1706,679,1429,452,818,1212,5070
"SAOUHSC_01288",0,0,7,0,0,0,0
"SAOUHSC_01289",4,0,0,0,0,0,0
"SAOUHSC_01290",0,0,0,0,0,0,0
"SAOUHSC_01291",0,0,0,0,0,0,0
"SAOUHSC_01292",0,0,0,0,0,0,0
"SAOUHSC_01293",0,0,0,0,0,0,0
"SAOUHSC_01294",0,0,0,0,0,0,0
"SAOUHSC_01295",0,0,0,0,0,0,0
"SAOUHSC_01296",0,0,0,0,0,1,0
"SAOUHSC_01297",0,0,0,0,0,0,0
"SAOUHSC_01298",0,0,0,0,0,0,0
"SAOUHSC_01299",0,0,0,0,0,0,0
"SAOUHSC_01300",0,0,0,0,0,0,0
"SAOUHSC_01301",0,0,0,0,0,0,0
"SAOUHSC_01304",1,0,0,0,0,0,0
"SAOUHSC_01305",1,0,0,0,0,0,0
"SAOUHSC_01306",0,0,0,0,0,0,0
"SAOUHSC_01307",6,0,6,0,5,10,11
"SAOUHSC_1307a",1,0,0,0,1,0,0
"SAOUHSC_01310",119,28,1,126,70,66,42
"SAOUHSC_01311",0,2,0,1,2,1,3
"SAOUHSC_01312",0,0,9,0,0,0,11
"SAOUHSC_01313",22,4,0,0,12,24,0
"SAOUHSC_01314",32,16,2,0,2,4,3
"SAOUHSC_01315",4,0,2,0,0,0,6
"SAOUHSC_01316",7,0,2,0,2,0,9
"SAOUHSC_01317",86,22,64,10,44,46,141
"SAOUHSC_01318",1,0,10,0,10,6,5
"SAOUHSC_01319",30,13,44,6,40,25,131
"SAOUHSC_01320",228,50,246,14,83,182,390
"SAOUHSC_01321",854,141,546,296,437,589,1911
"SAOUHSC_01322",1142,189,833,698,867,758,2112
"SAOUHSC_01323",69,48,158,38,47,158,128
"SAOUHSC_01324",1,0,0,0,0,0,15
"SAOUHSC_01325",2,2,0,0,2,0,0
"SAOUHSC_01326",907,35,144,39,66,630,2071
"SAOUHSC_01327",3279,740,1797,1564,2964,3004,9081
"SAOUHSC_01328",186,8,59,157,123,209,671
"SAOUHSC_01329",0,10,1,2,4,1,8
"SAOUHSC_01330",120,48,65,0,9,150,87
"SAOUHSC_01331",3,35,49,0,1,19,16
"SAOUHSC_01332",59,31,40,1,33,81,68
"SAOUHSC_01333",3148,1758,1210,1995,664,872,2999
"SAOUHSC_01334",0,0,0,0,1,0,1
"SAOUHSC_01336",4,0,11,0,2,3,0
"SAOUHSC_01337",5691,1306,2820,6696,3615,2424,13179
"SAOUHSC_01338",21,7,36,121,41,17,25
"SAOUHSC_01339",0,0,1,1,1,0,0
"SAOUHSC_01340",180,8,39,139,111,70,104
"SAOUHSC_01341",24,0,0,22,12,8,66
"SAOUHSC_1342a",8,2,0,0,6,6,0
"SAOUHSC_01346",203,90,397,284,143,156,810
"SAOUHSC_01347",35424,12004,18999,15185,26299,18656,51700
"SAOUHSC_01348",205,77,61,48,202,97,144
"SAOUHSC_01349",239,66,46,129,135,54,287
"SAOUHSC_01350",48,16,120,38,25,16,225
"SAOUHSC_01351",382,98,52,78,216,205,463
"SAOUHSC_01352",344,182,210,128,205,188,482
"SAOUHSC_01353",0,0,4,0,0,0,13
"SAOUHSC_01354",243,34,76,72,96,80,217
"SAOUHSC_01356",12,0,8,0,8,6,7
"SAOUHSC_01357",11,2,17,0,6,8,12
"SAOUHSC_01358",432,616,1582,310,545,358,998
"SAOUHSC_01359",1897,1711,219,437,1624,2144,1191
"SAOUHSC_01360",18,15,5,26,12,8,84
"SAOUHSC_01361",96,0,14,10,23,13,85
"SAOUHSC_01362",12,0,0,0,0,2,0
"SAOUHSC_01363",263,45,55,36,25,18,138
"SAOUHSC_01364",1608,137,150,140,151,157,324
"SAOUHSC_01365",1058,168,63,107,100,186,172
"SAOUHSC_01366",2,0,0,0,0,0,1
"SAOUHSC_01367",6,0,0,1,0,0,4
"SAOUHSC_01368",18,0,0,2,0,0,2
"SAOUHSC_01369",16,0,0,0,2,3,8
"SAOUHSC_01370",2,0,0,0,5,4,0
"SAOUHSC_01371",6,0,12,0,2,4,23
"SAOUHSC_01372",4,0,4,0,4,5,40
"SAOUHSC_01373",291,168,144,153,229,340,1285
"SAOUHSC_01374",631,479,208,291,495,378,901
"SAOUHSC_01375",2,0,0,4,0,2,71
"SAOUHSC_01376",0,0,6,1,0,4,10
"SAOUHSC_01377",43,19,12,13,36,28,26
"SAOUHSC_01378",10,18,2,9,5,25,18
"SAOUHSC_01379",30,16,15,20,39,74,19
"SAOUHSC_01380",16,0,0,0,4,6,20
"SAOUHSC_01381",0,0,0,1,4,0,1
"SAOUHSC_01382",0,0,1,2,2,0,2
"SAOUHSC_01383",250,40,23,41,117,76,134
"SAOUHSC_01384",26,2,4,14,12,19,116
"SAOUHSC_01385",41,26,27,21,51,101,316
"SAOUHSC_01386",106,30,41,186,106,103,416
"SAOUHSC_01387",120,51,46,261,212,207,515
"SAOUHSC_01388",163,0,0,0,4,0,11
"SAOUHSC_01389",52,52,86,140,54,66,367
"SAOUHSC_01391",626,61,108,169,165,18,1033
"SAOUHSC_01392",32,12,19,15,34,35,114
"SAOUHSC_01394",10,2,60,23,34,11,118
"SAOUHSC_01395",25,2,6,5,29,24,166
"SAOUHSC_01396",138,10,35,39,48,65,224
"SAOUHSC_01397",62,8,85,50,90,48,247
"SAOUHSC_01398",94,62,12,120,151,73,140
"SAOUHSC_01399",61,4,53,37,26,36,74
"SAOUHSC_01400",18,13,20,7,19,12,89
"SAOUHSC_01401",61,38,42,22,49,48,124
"SAOUHSC_01402",1,2,0,1,1,2,0
"SAOUHSC_01403",283,84,89,76,65,32,438
"SAOUHSC_01405",1,0,0,0,0,0,2
"SAOUHSC_01406",1,5,0,0,0,9,13
"SAOUHSC_01407",93,71,135,40,57,113,91
"SAOUHSC_01408",2418,298,366,434,1242,853,4088
"SAOUHSC_01411",40,3,79,30,36,16,62
"SAOUHSC_01412",290,27,145,74,176,60,376
"SAOUHSC_01413",36,0,4,14,24,5,12
"SAOUHSC_01414",0,6,14,2,8,2,9
"SAOUHSC_01415",486,186,368,480,450,292,1222
"SAOUHSC_01416",6899,1862,3501,2297,2267,5492,24121
"SAOUHSC_01418",14880,4396,6576,6090,6788,6312,28364
"SAOUHSC_01419",48,32,76,14,32,18,49
"SAOUHSC_01420",47,11,56,17,48,77,119
"SAOUHSC_01421",0,0,0,0,0,0,0
"SAOUHSC_01422",0,0,0,0,0,0,0
"SAOUHSC_01423",18,0,6,12,4,8,13
"SAOUHSC_01424",29,12,92,9,10,12,27
"SAOUHSC_01425",2,0,0,0,0,3,10
"SAOUHSC_01427",42,0,54,6,18,8,118
"SAOUHSC_01429",88,14,33,36,63,33,171
"SAOUHSC_01430",284,116,315,148,232,91,864
"SAOUHSC_01431",139,16,361,48,80,57,185
"SAOUHSC_01432",852,49,384,213,242,179,1098
"SAOUHSC_01433",252,42,417,116,137,137,610
"SAOUHSC_01434",84,17,371,19,51,40,696
"SAOUHSC_01435",26,0,80,36,18,50,196
"SAOUHSC_01436",158,18,1,28,48,35,146
"SAOUHSC_01437",2022,272,141,554,1134,782,2971
"SAOUHSC_01438",8,0,7,0,1,5,0
"SAOUHSC_01439",8,0,18,0,3,1,0
"SAOUHSC_01440",0,3,12,6,0,0,0
"SAOUHSC_01441",0,1,9,0,1,4,6
"SAOUHSC_01443",0,0,0,0,0,0,0
"SAOUHSC_01447",3275,1115,452,3002,3258,1969,2767
"SAOUHSC_01448",0,8,29,2,2,0,6
"SAOUHSC_01450",34,2,74,0,10,16,39
"SAOUHSC_01451",0,0,2,0,2,0,1
"SAOUHSC_01452",0,0,0,2,0,0,0
"SAOUHSC_01454",28,0,12,11,0,12,35
"SAOUHSC_01455",59,36,94,19,20,50,234
"SAOUHSC_01456",4,10,23,1,1,0,8
"SAOUHSC_01459",0,0,0,0,0,2,0
"SAOUHSC_01460",65,21,22,40,18,49,175
"SAOUHSC_01462",76,43,16,12,15,66,250
"SAOUHSC_01463",177,54,48,65,71,48,272
"SAOUHSC_01464",4,4,34,9,21,14,24
"SAOUHSC_01466",1021,277,840,642,341,426,1042
"SAOUHSC_01467",4467,1250,3440,2462,2011,1908,8970
"SAOUHSC_01468",56,58,37,86,89,170,305
"SAOUHSC_01469",113,30,62,117,73,227,561
"SAOUHSC_01470",16,1,19,4,16,24,18
"SAOUHSC_01471",117,36,80,106,110,49,586
"SAOUHSC_01472",394,68,128,100,273,248,1181
"SAOUHSC_01473",18,11,64,14,14,20,199
"SAOUHSC_01474",91,26,47,23,62,87,215
"SAOUHSC_01475",46,23,60,17,40,48,107
"SAOUHSC_01476",0,0,0,0,4,2,0
"SAOUHSC_01477",5727,1621,2634,95889,9883,5390,15037
"SAOUHSC_01478",6,27,58,16,37,2,30
"SAOUHSC_01479",26,26,38,20,42,7,81
"SAOUHSC_01480",203,80,258,62,119,136,462
"SAOUHSC_01481",219,30,158,76,112,479,1607
"SAOUHSC_01482",255,14,127,15,50,61,638
"SAOUHSC_01483",109,16,56,53,36,41,655
"SAOUHSC_01484",0,0,0,0,0,0,0
"SAOUHSC_01485",32,4,22,8,16,10,43
"SAOUHSC_01486",52,0,10,4,12,8,241
"SAOUHSC_01487",63,12,94,42,66,96,236
"SAOUHSC_01488",0,0,0,0,4,0,20
"SAOUHSC_01489",6,4,6,0,0,4,6
"SAOUHSC_01490",1616,56,96,672,436,290,1197
"SAOUHSC_01491",340,50,451,106,117,265,1005
"SAOUHSC_01492",144,16,80,35,74,69,276
"SAOUHSC_01493",420,108,352,390,508,144,1107
"SAOUHSC_A01436",0,0,0,0,0,0,0
"SAOUHSC_01494",0,0,0,0,0,0,0
"SAOUHSC_01495",0,0,0,1,2,0,0
"SAOUHSC_01496",46,0,0,14,8,13,18
"SAOUHSC_01497",393,8,28,65,50,20,64
"SAOUHSC_01499",53,60,37,74,95,41,58
"SAOUHSC_01500",4,3,6,1,0,0,0
"SAOUHSC_01501",811,121,103,929,714,330,955
"SAOUHSC_01502",89,1,17,53,55,66,130
"SAOUHSC_01503",21,10,50,2,9,32,1
"SAOUHSC_01504",28,2,0,0,7,2,16
"SAOUHSC_01505",856,79,102,312,345,255,783
"SAOUHSC_01507",13,0,0,0,2,2,4
"SAOUHSC_01508",15,0,0,0,0,0,18
"SAOUHSC_01510",0,0,0,0,0,0,0
"SAOUHSC_01511",0,0,0,0,4,0,4
"SAOUHSC_01512",21,2,1,0,0,0,33
"SAOUHSC_01513",16,0,25,2,0,1,6
"SAOUHSC_01514",0,0,0,0,0,0,0
"SAOUHSC_01515",0,0,0,1,0,1,16
"SAOUHSC_01516",0,0,0,0,1,0,0
"SAOUHSC_01517",1,0,0,0,0,0,0
"SAOUHSC_01518",0,0,0,0,0,0,0
"SAOUHSC_01519",0,0,0,0,0,0,0
"SAOUHSC_01520",2,0,0,0,0,0,1
"SAOUHSC_01521",0,0,0,0,2,0,2
"SAOUHSC_01522",0,0,0,0,0,0,0
"SAOUHSC_01523",5,2,1,0,0,3,0
"SAOUHSC_01524",0,0,0,2,0,0,6
"SAOUHSC_01525",5,9,5,7,18,15,11
"SAOUHSC_01526",0,0,0,0,0,0,0
"SAOUHSC_01527",0,0,0,0,0,0,0
"SAOUHSC_01528",0,1,0,0,0,0,0
"SAOUHSC_01529",0,0,3,1,0,0,0
"SAOUHSC_01530",0,0,0,0,0,0,0
"SAOUHSC_01531",0,0,0,0,0,0,1
"SAOUHSC_01532",0,0,0,0,4,0,0
"SAOUHSC_01533",1,0,6,0,0,0,0
"SAOUHSC_01535",1,8,1,2,0,0,1
"SAOUHSC_01536",0,0,4,0,0,0,0
"SAOUHSC_01537",0,0,0,0,0,2,0
"SAOUHSC_01538",10,3,20,5,0,4,3
"SAOUHSC_01539",3,0,5,1,1,0,1
"SAOUHSC_01540",0,0,0,0,0,0,0
"SAOUHSC_01541",0,0,0,0,2,0,0
"SAOUHSC_01542",2,8,3,5,1,19,3
"SAOUHSC_01543",0,10,0,0,0,0,0
"SAOUHSC_01544",0,0,0,0,0,0,0
"SAOUHSC_01545",0,0,0,0,0,0,0
"SAOUHSC_01546",0,0,0,0,0,0,0
"SAOUHSC_01547",0,19,1,10,2,1,1
"SAOUHSC_01548",1,2,0,0,0,0,0
"SAOUHSC_01549",0,0,0,0,0,0,0
"SAOUHSC_01550",1,0,0,0,0,0,0
"SAOUHSC_01551",0,0,0,0,0,0,0
"SAOUHSC_01552",0,3,0,0,0,0,0
"SAOUHSC_01553",0,0,0,0,0,0,0
"SAOUHSC_01555",0,0,0,0,0,0,0
"SAOUHSC_01556",0,0,0,0,0,0,0
"SAOUHSC_01557",0,0,0,0,0,0,0
"SAOUHSC_01558",6,0,0,0,0,4,0
"SAOUHSC_01559",0,0,0,0,0,0,0
"SAOUHSC_01560",36,0,14,4,2,0,2
"SAOUHSC_01561",36,0,2,0,0,0,0
"SAOUHSC_01562",0,14,0,0,0,0,0
"SAOUHSC_01563",0,10,4,0,0,0,3
"SAOUHSC_01565",0,0,0,0,0,0,0
"SAOUHSC_01566",0,1,1,0,0,0,4
"SAOUHSC_01567",0,0,0,0,0,0,0
"SAOUHSC_01568",0,0,0,0,0,0,0
"SAOUHSC_01569",1,0,0,0,0,0,0
"SAOUHSC_01570",0,0,0,0,0,0,1
"SAOUHSC_01571",0,0,0,0,0,0,0
"SAOUHSC_01572",0,0,0,0,0,0,0
"SAOUHSC_01573",9,0,17,2,0,0,0
"SAOUHSC_01574",20,0,38,5,0,0,0
"SAOUHSC_A01514",1,0,0,0,0,0,0
"SAOUHSC_01575",209,0,64,202,132,0,1
"SAOUHSC_01576",9,0,2150,2,0,0,9
"SAOUHSC_01577",2,0,0,0,0,0,0
"SAOUHSC_01578",0,0,2,0,0,0,1
"SAOUHSC_01579",0,0,0,0,0,0,0
"SAOUHSC_01580",0,0,0,0,0,0,0
"SAOUHSC_01582",2,4,0,0,0,0,1
"SAOUHSC_01583",0,0,41,0,2,4,4
"SAOUHSC_01584",5,12,20,1,0,0,16
"SAOUHSC_01585",268,23,80,80,113,125,399
"SAOUHSC_01586",420,79,197,152,252,183,618
"SAOUHSC_01587",4,4,5,0,6,2,4
"SAOUHSC_01588",14,10,4,0,4,24,2
"SAOUHSC_01589",44,22,37,10,10,11,23
"SAOUHSC_01590",14,4,17,4,4,6,34
"SAOUHSC_01591",1204,189,198,133,232,324,627
"SAOUHSC_01592",393,58,87,62,78,177,303
"SAOUHSC_01593",6,0,0,0,2,18,7
"SAOUHSC_01594",198,54,110,130,160,80,86
"SAOUHSC_01595",60,26,12,46,88,31,75
"SAOUHSC_01596",124,64,0,71,106,48,117
"SAOUHSC_01597",257,112,30,163,384,139,193
"SAOUHSC_01598",22,16,24,5,12,18,58
"SAOUHSC_01599",960,302,915,368,924,800,2453
"SAOUHSC_01600",810,208,360,313,377,287,1194
"SAOUHSC_01601",80,8,92,14,5,12,125
"SAOUHSC_01602",4,0,11,2,3,2,9
"SAOUHSC_01603",0,1,20,0,7,5,24
"SAOUHSC_01604",54,25,225,88,384,4,346
"SAOUHSC_01605",296,182,1401,92,179,365,2064
"SAOUHSC_01606",190,36,218,250,263,82,636
"SAOUHSC_01607",1,0,0,1,0,0,1
"SAOUHSC_01608",5,1,0,2,0,1,29
"SAOUHSC_01609",71,70,82,30,76,96,247
"SAOUHSC_01610",94,8,14,18,31,28,71
"SAOUHSC_01611",1475,646,183,542,814,1288,582
"SAOUHSC_01612",1716,577,297,897,1208,1068,727
"SAOUHSC_01613",714,124,132,207,266,241,1939
"SAOUHSC_01614",8689,2086,1978,3990,5210,3802,2626
"SAOUHSC_01615",285,62,111,114,233,126,409
"SAOUHSC_01617",10,0,0,16,44,8,8
"SAOUHSC_01618",28,20,128,18,42,24,236
"SAOUHSC_01619",0,5,14,3,9,2,15
"SAOUHSC_01620",183,128,56,94,162,109,459
"SAOUHSC_01621",20,14,0,1,5,5,27
"SAOUHSC_01622",56,26,10,51,46,40,91
"SAOUHSC_01623",278,57,110,256,283,110,582
"SAOUHSC_01624",24,6,21,40,39,31,75
"SAOUHSC_01625",4,8,6,6,13,2,16
"SAOUHSC_01626",19,16,14,8,44,18,6
"SAOUHSC_01627",0,2,15,0,0,4,0
"SAOUHSC_01628",2,0,0,0,1,6,0
"SAOUHSC_01629",132,34,32,36,99,53,105
"SAOUHSC_01630",49,0,0,8,19,1,16
"SAOUHSC_01632",569,51,474,344,330,235,1045
"SAOUHSC_01633",542,18,325,431,444,146,1259
"SAOUHSC_01634",81,4,51,20,61,14,88
"SAOUHSC_01635",6,0,16,38,5,2,48
"SAOUHSC_01636",0,0,0,0,0,0,0
"SAOUHSC_01637",0,0,0,0,0,0,0
"SAOUHSC_01638",1,0,0,0,0,0,0
"SAOUHSC_01639",0,0,10,0,0,0,0
"SAOUHSC_01640",0,0,0,0,0,0,0
"SAOUHSC_01641",0,0,10,0,0,0,0
"SAOUHSC_01643",0,0,18,0,0,4,0
"SAOUHSC_01644",43,20,19,7,24,19,115
"SAOUHSC_01645",357,74,182,46,137,151,139
"SAOUHSC_01646",106,17,52,28,81,34,103
"SAOUHSC_01647",4,0,1,0,1,0,0
"SAOUHSC_01650",0,0,0,1,0,1,9
"SAOUHSC_01651",3,0,0,0,2,0,1
"SAOUHSC_01652",855,128,232,328,284,170,1361
"SAOUHSC_01653",299,65,108,235,223,182,568
"SAOUHSC_01655",0,0,0,0,0,0,0
"SAOUHSC_01656",36,41,92,31,29,17,22
"SAOUHSC_01657",20,16,41,2,3,9,16
"SAOUHSC_01658",208,44,198,26,49,89,231
"SAOUHSC_01659",26,16,62,10,18,28,258
"SAOUHSC_01660",120,50,54,10,53,16,162
"SAOUHSC_01661",142,14,46,4,39,25,212
"SAOUHSC_01662",8684,2330,2000,1371,3831,2425,9498
"SAOUHSC_01663",2105,562,1019,383,1188,883,1945
"SAOUHSC_01664",140,48,172,80,71,130,671
"SAOUHSC_01665",2,0,0,2,2,0,16
"SAOUHSC_01666",2359,412,1860,273,901,641,2340
"SAOUHSC_01667",331,62,92,92,271,169,797
"SAOUHSC_01668",863,249,529,144,379,736,1862
"SAOUHSC_01670",324,90,51,55,190,290,534
"SAOUHSC_01671",208,114,85,51,158,106,439
"SAOUHSC_01672",123,53,49,39,69,80,573
"SAOUHSC_01673",501,104,101,94,342,269,1127
"SAOUHSC_01675",52,457,1182,604,538,1115,3818
"SAOUHSC_01676",5396,8261,9535,27258,10292,15198,43036
"SAOUHSC_01677",721,2681,5506,2051,1184,2358,6623
"SAOUHSC_01678",67,70,112,72,58,43,176
"SAOUHSC_01679",366,55,178,102,132,46,718
"SAOUHSC_01680",106,66,81,51,44,37,552
"SAOUHSC_01681",1364,96,50,224,256,64,656
"SAOUHSC_01682",4074,520,164,766,744,149,1274
"SAOUHSC_01683",108979,4753,4544,20937,18152,5489,60225
"SAOUHSC_01684",502,36,36,58,64,32,328
"SAOUHSC_01685",2819,786,824,638,716,279,3272
"SAOUHSC_01686",19,1,22,9,5,25,28
"SAOUHSC_01687",9,0,10,2,0,12,58
"SAOUHSC_01688",84,15,64,37,29,11,233
"SAOUHSC_01689",0,0,0,0,6,0,20
"SAOUHSC_01690",2,0,0,0,2,2,8
"SAOUHSC_01691",16,18,76,22,27,20,45
"SAOUHSC_01692",24,10,42,0,39,6,62
"SAOUHSC_01693",36,6,224,4,25,4,51
"SAOUHSC_01694",704,185,187,178,427,157,496
"SAOUHSC_01695",111,26,8,21,61,12,93
"SAOUHSC_01696",74,0,10,6,22,12,53
"SAOUHSC_01697",37,4,30,7,10,14,49
"SAOUHSC_01698",19,4,28,9,8,8,46
