"","SRR20959676","SRR20959677","SRR20959678","SRR20959679","SRR20959680","SRR20959681","SRR20959682"
"SAOUHSC_02822",249,57,385,191,153,433,1102
"SAOUHSC_02823",277,76,743,90,185,166,960
"SAOUHSC_02824",9,0,13,6,3,1,22
"SAOUHSC_02825",2,0,12,4,1,8,3
"SAOUHSC_02826",0,0,0,0,5,4,1
"SAOUHSC_02827",0,0,0,0,3,1,0
"SAOUHSC_02828",628,132,42,264,745,175,5270
"SAOUHSC_02829",1875,295,179,672,1084,440,1266
"SAOUHSC_02830",259,42,72,22,22,24,307
"SAOUHSC_02831",0,0,4,0,0,12,8
"SAOUHSC_02832",0,0,2,0,0,3,0
"SAOUHSC_02833",0,0,0,0,1,2,0
"SAOUHSC_02834",2,0,0,0,1,6,19
"SAOUHSC_02836",112,0,0,7,15,5,79
"SAOUHSC_02837",1,0,0,0,2,14,0
"SAOUHSC_02838",1,0,0,0,0,0,0
"SAOUHSC_02839",203,24,15,90,63,42,113
"SAOUHSC_02840",25,0,4,20,11,9,3
"SAOUHSC_02841",210,4,47,112,64,30,53
"SAOUHSC_02842",0,0,0,0,4,0,0
"SAOUHSC_02843",13,4,24,10,20,30,8
"SAOUHSC_02844",240,19,14,70,231,81,241
"SAOUHSC_02845",95,19,80,14,38,20,91
"SAOUHSC_02846",25,4,6,2,10,3,15
"SAOUHSC_02848",4291,2152,312,4026,3842,5827,4471
"SAOUHSC_02849",8264,1004,1884,4197,2760,2624,1919
"SAOUHSC_02850",1804,524,458,1494,1138,818,907
"SAOUHSC_02851",0,2,1,0,0,0,4
"SAOUHSC_02852",8,0,0,14,6,4,0
"SAOUHSC_02853",77,24,123,32,198,14,83
"SAOUHSC_02855",8,2,4,12,4,20,24
"SAOUHSC_02856",0,0,0,0,0,0,0
"SAOUHSC_02857",0,0,0,0,3,0,0
"SAOUHSC_02858",0,0,0,0,0,0,0
"SAOUHSC_02859",262,24,0,36,53,32,106
"SAOUHSC_02860",452,60,144,221,225,184,352
"SAOUHSC_02861",40,1,7,9,2,0,26
"SAOUHSC_02862",3541,401,308,1706,1747,158,6
"SAOUHSC_02863",0,0,0,0,0,7,0
"SAOUHSC_02864",6,0,12,0,2,86,4
"SAOUHSC_02865",0,0,0,0,0,0,0
"SAOUHSC_02866",16,1,14,21,21,23,35
"SAOUHSC_02867",8,4,1,4,11,21,1
"SAOUHSC_02868",19,0,0,2,1,2,0
"SAOUHSC_02869",2256,258,898,984,852,626,2167
"SAOUHSC_02871",7,11,5,20,22,18,4
"SAOUHSC_02872",118,60,8,0,2,6,146
"SAOUHSC_02873",6251,2092,2500,5363,4803,1820,20922
"SAOUHSC_02874",31,8,0,20,28,10,1498
"SAOUHSC_02875",42,22,51,19,18,8,353
"SAOUHSC_02876",182,8,93,215,126,54,209
"SAOUHSC_02877",996,230,200,658,540,829,286
"SAOUHSC_02879",118,66,44,64,48,118,54
"SAOUHSC_02880",1069,199,82,592,450,483,142
"SAOUHSC_02881",349,68,12,237,192,198,191
"SAOUHSC_02882",24,0,0,5,0,5,3
"SAOUHSC_02883",25,6,20,11,18,23,135
"SAOUHSC_02885",15,6,11,34,1,4,167
"SAOUHSC_02886",0,0,1,10,0,1,0
"SAOUHSC_02887",1491,86,252,4810,1950,615,4112
"SAOUHSC_02888",6,0,27,1,6,1,22
"SAOUHSC_02889",1,2,18,4,0,4,0
"SAOUHSC_02890",1,2,20,4,0,4,0
"SAOUHSC_02891",5,0,8,18,6,12,9
"SAOUHSC_02892",74,184,13,159,393,149,200
"SAOUHSC_02893",21,13,14,19,11,16,15
"SAOUHSC_02894",18,9,68,3,6,10,3
"SAOUHSC_02895",55,21,168,36,28,44,72
"SAOUHSC_02896",0,0,0,2,0,0,0
"SAOUHSC_02897",20,0,22,2,18,26,3
"SAOUHSC_02898",60,0,28,28,20,91,84
"SAOUHSC_02899",440,55,168,144,167,184,114
"SAOUHSC_02900",554,46,52,347,574,92,144
"SAOUHSC_02901",48,39,10,6,31,37,117
"SAOUHSC_02904",15,0,0,2,8,0,49
"SAOUHSC_02905",0,0,1,0,1,2,0
"SAOUHSC_02906",0,0,0,0,1,0,0
"SAOUHSC_02907",0,0,0,0,0,0,0
"SAOUHSC_02908",45,0,2,2,4,8,178
"SAOUHSC_02909",146,23,58,55,93,108,202
"SAOUHSC_02910",5,0,0,0,12,3,13
"SAOUHSC_02911",6,0,0,0,0,0,5
"SAOUHSC_02912",208,0,87,113,80,89,636
"SAOUHSC_02913",27,16,65,44,26,71,103
"SAOUHSC_02914",0,7,19,9,0,14,9
"SAOUHSC_02915",140,80,97,96,150,113,411
"SAOUHSC_02916",0,0,0,0,0,0,0
"SAOUHSC_02918",176,20,79,46,113,85,81
"SAOUHSC_02919",80,3,29,24,68,36,53
"SAOUHSC_02920",38,11,8,75,89,112,96
"SAOUHSC_02921",2,4,26,11,2,0,30
"SAOUHSC_02922",172,0,49,36,2,30,180
"SAOUHSC_02923",884,77,455,228,718,530,1128
"SAOUHSC_02924",70,20,64,24,54,6,205
"SAOUHSC_02925",4,4,14,0,16,11,0
"SAOUHSC_02926",696,36,338,432,292,377,1652
"SAOUHSC_02927",1960,454,1349,2488,1310,1034,9204
"SAOUHSC_02928",1,0,0,3,2,16,49
"SAOUHSC_02929",1132,326,182,160,510,522,2116
"SAOUHSC_02930",32,14,3,5,7,26,173
"SAOUHSC_02931",0,0,0,2,0,0,0
"SAOUHSC_02932",19,7,3,51,24,5,97
"SAOUHSC_02933",11,0,20,24,10,10,47
"SAOUHSC_02934",14,1,1,2,4,4,5
"SAOUHSC_02935",2,4,16,0,12,8,6
"SAOUHSC_02936",26,0,0,0,0,0,0
"SAOUHSC_02937",70,0,15,16,12,13,88
"SAOUHSC_02939",1,0,0,0,0,0,0
"SAOUHSC_02940",1,0,0,0,0,0,0
"SAOUHSC_02941",64,10,60,21,62,42,173
"SAOUHSC_02942",378,62,145,136,343,143,930
"SAOUHSC_02943",14,13,13,14,0,6,14
"SAOUHSC_02944",8,4,10,0,2,4,0
"SAOUHSC_02945",291,32,8,108,74,74,142
"SAOUHSC_02947",82,6,18,27,55,43,65
"SAOUHSC_02948",0,0,0,0,0,0,0
"SAOUHSC_02949",82,28,64,27,30,2,36
"SAOUHSC_A02794",0,4,0,0,0,0,1
"SAOUHSC_02950",0,2,0,0,0,0,0
"SAOUHSC_02953",62,20,86,26,25,33,80
"SAOUHSC_02954",26,22,38,21,21,13,27
"SAOUHSC_02955",34,16,70,22,44,101,50
"SAOUHSC_02956",9,34,90,18,21,40,42
"SAOUHSC_02957",2,0,0,0,8,1,2
"SAOUHSC_02958",22,10,34,22,30,38,52
"SAOUHSC_02960",0,0,8,0,1,0,15
"SAOUHSC_02961",0,22,25,2,21,0,92
"SAOUHSC_02962",11,0,26,14,6,6,15
"SAOUHSC_02963",2739,646,64,7486,6264,328,356
"SAOUHSC_02964",17,0,59,16,19,24,80
"SAOUHSC_02965",125,26,160,83,43,70,509
"SAOUHSC_02967",61,10,69,78,44,54,356
"SAOUHSC_02968",1,0,2,2,0,1,27
"SAOUHSC_02969",0,0,0,6,0,16,50
"SAOUHSC_A02811",0,0,0,1,0,0,0
"SAOUHSC_02970",0,0,3,1,0,0,2
"SAOUHSC_02971",685,66,1,12,90,47,315
"SAOUHSC_02972",149,20,0,90,40,10,236
"SAOUHSC_02973",2,4,0,0,4,2,2
"SAOUHSC_02974",28,21,11,6,12,11,55
"SAOUHSC_02975",328,34,55,172,238,69,278
"SAOUHSC_02976",114,20,50,21,62,6,346
"SAOUHSC_02978",143,48,60,22,41,32,233
"SAOUHSC_02979",486,164,241,328,326,294,2444
"SAOUHSC_02980",664,45,44,167,279,158,349
"SAOUHSC_02982",601,89,386,93,229,296,310
"SAOUHSC_02983",216,1478,1332,4072,3851,2045,1935
"SAOUHSC_02984",110,621,546,1655,1317,938,721
"SAOUHSC_02985",166,527,361,2786,1801,1788,743
"SAOUHSC_02986",8,1,0,2,5,9,73
"SAOUHSC_02987",16,12,0,21,12,4,86
"SAOUHSC_02988",16,0,3,16,0,0,30
"SAOUHSC_02989",6,0,17,1,0,0,4
"SAOUHSC_02990",1329,483,380,1341,307,132,9202
"SAOUHSC_02991",28,5,1,40,26,10,48
"SAOUHSC_02992",10,13,0,9,17,18,0
"SAOUHSC_02993",11,6,0,18,15,9,0
"SAOUHSC_02994",41,11,17,91,53,29,12
"SAOUHSC_02995",14,10,3,48,64,36,14
"SAOUHSC_02996",0,1,6,0,0,0,1
"SAOUHSC_02997",0,0,0,0,0,0,1
"SAOUHSC_02998",13,4,2,12,0,6,16
"SAOUHSC_02999",8,3,0,4,0,0,6
"SAOUHSC_03000",8,0,0,1,0,0,3
"SAOUHSC_03001",3,24,10,4,5,14,5
"SAOUHSC_03002",11,0,0,0,8,0,10
"SAOUHSC_03003",8,0,3,0,3,0,8
"SAOUHSC_03004",5,0,11,7,1,2,10
"SAOUHSC_03005",0,0,6,0,0,0,10
"SAOUHSC_03006",90,21,56,499,266,214,164
"SAOUHSC_03008",323,47,178,19,215,352,10
"SAOUHSC_03009",87,26,77,2,31,89,2
"SAOUHSC_03010",182,53,119,1,115,738,153
"SAOUHSC_03011",223,64,182,9,157,71,559
"SAOUHSC_03012",628,96,393,11,426,271,1672
"SAOUHSC_03013",514,183,388,17,520,328,1653
"SAOUHSC_03014",85,11,26,2,72,28,2
"SAOUHSC_03015",332,86,106,0,243,131,681
"SAOUHSC_03016",26,0,0,0,10,2,20
"SAOUHSC_03017",0,0,0,0,2,2,0
"SAOUHSC_03018",0,0,0,1,0,7,0
"SAOUHSC_03019",18,20,26,12,14,18,1
"SAOUHSC_03020",9,16,0,0,2,8,0
"SAOUHSC_03021",4,0,0,0,0,1,0
"SAOUHSC_03022",62,0,8,20,34,10,32
"SAOUHSC_03023",22,14,2,26,37,2,46
"SAOUHSC_03024",12,10,12,27,55,62,72
"SAOUHSC_03025",4,3,4,22,4,4,5
"SAOUHSC_03026",14,8,48,3,2,0,0
"SAOUHSC_03027",0,0,18,0,0,0,0
"SAOUHSC_03028",6,0,2,10,8,0,18
"SAOUHSC_03030",186,12,34,138,96,58,418
"SAOUHSC_03031",101,38,30,53,82,32,164
"SAOUHSC_03032",14,0,6,0,0,2,30
"SAOUHSC_03033",235,32,34,8,64,235,15
"SAOUHSC_03034",58,16,0,59,22,12,0
"SAOUHSC_03035",401,188,40,651,68,186,1
"SAOUHSC_03036",33,0,1,4,18,2,14
"SAOUHSC_03037",47,0,9,8,4,2,49
"SAOUHSC_03037a",0,0,0,0,0,0,1
"SAOUHSC_03040",0,0,0,0,0,0,0
"SAOUHSC_03041",0,0,0,0,0,0,0
"SAOUHSC_03042",0,0,0,0,0,0,0
"SAOUHSC_3042a",0,0,0,0,0,1,0
"SAOUHSC_03045",98,52,92,106,64,130,449
"SAOUHSC_03046",63,4,38,0,0,14,4
"SAOUHSC_03047",1,0,4,2,2,1,3
"SAOUHSC_03048",2,0,8,0,4,0,10
"SAOUHSC_03049",387,48,186,122,418,242,397
"SAOUHSC_03051",94,37,70,31,82,52,136
"SAOUHSC_03052",682,149,345,238,586,479,1392
"SAOUHSC_03053",41,18,8,20,50,44,180
"SAOUHSC_03054",8,0,0,0,0,0,0
"SAOUHSC_03055",0,0,0,0,0,0,4
